2013,9,3,8,0,3,0
2013,9,3,8,10,3,0
2013,9,3,8,20,3,0
2013,9,3,8,30,3,21
2013,9,3,8,40,4,1
2013,9,3,8,50,3,0
2013,9,3,9,0,3,0
2013,9,3,9,10,4,0
2013,9,3,9,20,5,0
2013,9,3,9,30,4,0
2013,9,3,9,40,3,0
2013,9,3,9,50,4,0
2013,9,3,10,0,3,0
2013,9,3,10,10,3,0
2013,9,3,10,20,4,0
2013,9,3,10,30,5,0
2013,9,3,10,40,3,0
2013,9,3,10,50,3,0
2013,9,3,11,0,4,0
2013,9,3,11,10,4,0
2013,9,3,11,20,3,0
2013,9,3,11,30,4,11
2013,9,3,11,40,3,0
2013,9,3,11,50,4,0
2013,9,3,12,0,4,0
2013,9,3,12,10,4,0
2013,9,3,12,20,3,0
2013,9,3,12,30,3,0
2013,9,3,12,40,4,0
2013,9,3,12,50,4,0
2013,9,3,13,0,4,0
2013,9,3,13,10,4,0
2013,9,3,13,20,4,0
2013,9,3,13,30,3,0
2013,9,3,13,40,4,0
2013,9,3,13,50,4,0
2013,9,3,14,0,4,0
2013,9,3,14,10,4,0
2013,9,3,14,20,3,0
2013,9,3,14,30,3,0
2013,9,3,14,40,3,0
2013,9,3,14,50,4,0
2013,9,3,15,0,3,0
2013,9,3,15,10,3,0
2013,9,3,15,20,3,0
2013,9,3,15,30,4,0
2013,9,3,15,40,3,0
2013,9,3,15,50,3,0
2013,9,3,16,0,4,0
2013,9,3,16,10,4,0
2013,9,3,16,20,4,0
2013,9,3,16,30,3,0
2013,9,3,16,40,4,0
2013,9,3,16,50,3,0
2013,9,3,17,0,4,0
2013,9,3,17,10,3,0
2013,9,3,17,20,3,0
2013,9,3,17,30,3,0
2013,9,3,17,40,4,0
2013,9,3,17,50,4,0
2013,9,3,18,0,3,0
2013,9,3,18,10,3,0
2013,9,3,18,20,4,0
2013,9,3,18,30,3,0
2013,9,3,18,40,3,0
2013,9,3,18,50,4,0
2013,9,3,19,0,3,0
2013,9,3,19,10,4,0
2013,9,3,19,20,4,0
2013,9,3,19,30,3,0
2013,9,3,19,40,4,0
2013,9,3,19,50,3,0
2013,9,3,20,0,4,0
2013,9,3,20,10,3,0
2013,9,3,20,20,4,0
2013,9,3,20,30,4,0
2013,9,3,20,40,3,0
2013,9,3,20,50,3,0
2013,9,3,21,0,3,0
2013,9,3,21,10,3,0
2013,9,3,21,20,3,0
2013,9,3,21,30,3,0
2013,9,3,21,40,3,0
2013,9,3,21,50,4,0
2013,9,3,22,0,3,0
2013,9,3,22,10,3,0
2013,9,3,22,20,3,0
2013,9,3,22,30,4,0
2013,9,3,22,40,4,0
2013,9,3,22,50,4,0
2013,9,3,23,0,4,0
2013,9,3,23,10,3,0
2013,9,3,23,20,3,0
2013,9,3,23,30,4,0
2013,9,3,23,40,4,0
2013,9,3,23,50,3,0
2013,9,4,0,0,3,0
2013,9,4,0,10,3,0
2013,9,4,0,20,5,0
2013,9,4,0,30,4,0
2013,9,4,0,40,4,0
2013,9,4,0,50,3,0
2013,9,4,1,0,3,0
2013,9,4,1,10,3,0
2013,9,4,1,20,4,0
2013,9,4,1,30,3,0
2013,9,4,1,40,3,0
2013,9,4,1,50,3,0
2013,9,4,2,0,3,0
2013,9,4,2,10,3,0
2013,9,4,2,20,3,0
2013,9,4,2,30,4,0
2013,9,4,2,40,3,0
2013,9,4,2,50,3,0
2013,9,4,3,0,4,0
2013,9,4,3,10,3,0
2013,9,4,3,20,4,0
2013,9,4,3,30,4,0
2013,9,4,3,40,4,0
2013,9,4,3,50,4,0
2013,9,4,4,0,3,0
2013,9,4,4,10,4,0
2013,9,4,4,20,3,0
2013,9,4,4,30,4,0
2013,9,4,4,40,3,0
2013,9,4,4,50,3,0
2013,9,4,5,0,3,0
2013,9,4,5,10,3,0
2013,9,4,5,20,4,0
2013,9,4,5,30,3,0
2013,9,4,5,40,3,0
2013,9,4,5,50,4,0
2013,9,4,6,0,4,0
2013,9,4,6,10,3,0
2013,9,4,6,20,4,0
2013,9,4,6,30,6,0
2013,9,4,6,40,3,0
2013,9,4,6,50,5,0
2013,9,4,7,0,4,0
2013,9,4,7,10,6,0
2013,9,4,7,20,3,0
2013,9,4,7,30,4,0
2013,9,4,7,40,5,0
2013,9,4,7,50,3,0
2013,9,4,8,0,4,0
2013,9,4,8,10,17,0
2013,9,4,8,20,3,0
2013,9,4,8,30,4,0
2013,9,4,8,40,4,0
2013,9,4,8,50,3,0
2013,9,4,9,0,4,0
2013,9,4,9,10,4,0
2013,9,4,9,20,4,0
2013,9,4,9,30,3,0
2013,9,4,9,40,3,0
2013,9,4,9,50,4,0
2013,9,4,10,0,4,0
2013,9,4,10,10,3,0
2013,9,4,10,20,4,0
2013,9,4,10,30,4,0
2013,9,4,10,40,3,0
2013,9,4,10,50,3,0
2013,9,4,11,0,4,0
2013,9,4,11,10,3,0
2013,9,4,11,20,3,0
2013,9,4,11,30,4,0
2013,9,4,11,40,4,0
2013,9,4,11,50,4,0
2013,9,4,12,0,4,0
2013,9,4,12,10,3,0
2013,9,4,12,20,3,0
2013,9,4,12,30,4,0
2013,9,4,12,40,3,0
2013,9,4,12,50,3,0
2013,9,4,13,0,4,0
2013,9,4,13,10,4,0
2013,9,4,13,20,3,0
2013,9,4,13,30,4,0
2013,9,4,13,40,3,0
2013,9,4,13,50,3,0
2013,9,4,14,0,4,0
2013,9,4,14,10,4,0
2013,9,4,14,20,3,0
2013,9,4,14,30,4,0
2013,9,4,14,40,3,0
2013,9,4,14,50,3,0
2013,9,4,15,0,3,0
2013,9,4,15,10,3,0
2013,9,4,15,20,3,0
2013,9,4,15,30,3,0
2013,9,4,15,40,3,0
2013,9,4,15,50,4,0
2013,9,4,16,0,4,0
2013,9,4,16,10,3,0
2013,9,4,16,20,3,0
2013,9,4,16,30,3,0
2013,9,4,16,40,4,0
2013,9,4,16,50,3,0
2013,9,4,17,0,4,0
2013,9,4,17,10,3,0
2013,9,4,17,20,4,0
2013,9,4,17,30,3,0
2013,9,4,17,40,3,0
2013,9,4,17,50,3,0
2013,9,4,18,0,3,0
